IP,connection,Status,AS_num,AS_name,host
154.54.58.162,1,Intermediate,174.0,"COGENT-174, US",hu0-3-0-6.ccr51.vie01.atlas.cogentco.com
154.54.58.5,1,Intermediate,174.0,"COGENT-174, US",be2974.ccr21.muc03.atlas.cogentco.com
89.221.37.10,1,Intermediate,6762.0,"SEABONE-NET TELECOM ITALIA SPARKLE S.p.A., IT",NA
89.221.37.7,2,Intermediate,6762.0,"SEABONE-NET TELECOM ITALIA SPARKLE S.p.A., IT",NA
46.249.96.2,1,Intermediate,12697.0,"PARSUN-SINDAD-ANCHOR, IR",NA
154.54.37.30,1,Intermediate,174.0,"COGENT-174, US",be2846.rcr22.fra06.atlas.cogentco.com
149.11.96.42,1,Intermediate,174.0,"COGENT-174, US",NA
62.214.38.97,1,Intermediate,8881.0,"VERSATEL, DE",NA
217.9.108.198,1,Intermediate,8881.0,"VERSATEL, DE",NA
185.70.144.116,1,Intermediate,200567.0,"MDEX, DE",NA
141.136.101.237,1,Intermediate,3257.0,"GTT-BACKBONE GTT, DE",ae2.cr1-vie2.ip4.gtt.net
89.149.128.26,1,Intermediate,3257.0,"GTT-BACKBONE GTT, DE",ae17.cr2-mil3.ip4.gtt.net
185.78.48.9,1,Intermediate,201333.0,"NAQUADRIA-AS Naquadria Global ASN, IT",r01-ens2f4.mil1c.naquadria.net
185.78.48.12,1,Intermediate,201333.0,"NAQUADRIA-AS Naquadria Global ASN, IT",r02-ens2f4.pia1.naquadria.net
185.78.48.21,1,Intermediate,201333.0,"NAQUADRIA-AS Naquadria Global ASN, IT",cr02-vlan1020.pia1.naquadria.net
185.78.49.100,1,Intermediate,201333.0,"NAQUADRIA-AS Naquadria Global ASN, IT",it-pcz-as201333.anchors.atlas.ripe.net
62.115.113.68,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",prag-bb1-link.telia.net
80.91.247.83,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",sfia-b2-link.telia.net
213.248.93.34,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",delta-ic-346369-s-fia-b2.c.telia.net
89.235.72.26,1,Intermediate,24631.0,"FANAPTELECOM-FCP, IR",NA
89.235.72.41,1,Intermediate,24631.0,"FANAPTELECOM-FCP, IR",NA
185.229.28.254,1,Intermediate,39650.0,"ATRINCOMMUNICATION, IR",20g.atrin.sc2
185.229.28.6,1,Intermediate,39650.0,"ATRINCOMMUNICATION, IR",NA
130.117.1.117,1,Intermediate,174.0,"COGENT-174, US",be3187.agr41.fra03.atlas.cogentco.com
130.117.14.118,1,Intermediate,174.0,"COGENT-174, US",telefonica.fra03.atlas.cogentco.com
176.52.252.33,1,Intermediate,12956.0,"TELEFONICA TELXIUS, ES",NA
62.53.28.168,1,Intermediate,6805.0,"TDDE-ASN1, DE",bundle-ether5.0001.dbrx.01.off.de.net.telefonica.de
62.53.0.198,1,Intermediate,6805.0,"TDDE-ASN1, DE",ae2-0.0002.corx.02.fra.de.net.telefonica.de
62.53.0.48,1,Intermediate,6805.0,"TDDE-ASN1, DE",ae10-0.0001.corx.06.ham.de.net.telefonica.de
62.53.14.239,1,Intermediate,6805.0,"TDDE-ASN1, DE",ae0-0.0001.dbrx.02.ham.de.net.telefonica.de
62.53.1.107,1,Intermediate,6805.0,"TDDE-ASN1, DE",te0-3-0.0001.burx.02.ham.de.net.telefonica.de
62.109.126.145,2,Intermediate,6805.0,"TDDE-ASN1, DE",NA
185.41.104.3,2,Intermediate,201709.0,"HANDS, DE",xe-0-0-1-0.rtr02.ham01.hanseds.net
185.41.104.166,2,Intermediate,201709.0,"HANDS, DE",atlas-anchor.ham01.hanseds.net
64.125.29.13,1,Intermediate,6461.0,"ZAYO-6461, US",ae7.mpr1.lga243.us.zip.zayo.com
208.184.23.255,1,Intermediate,6461.0,"ZAYO-6461, US",NA
206.147.177.244,1,Intermediate,40160.0,"NEUTRAL-TANDEM, US",NA
206.144.4.4,1,Intermediate,5006.0,"VOYANT, US",NA
80.81.194.121,1,Intermediate,,,Ti9006b400.ti.telenor.net
146.172.105.82,1,Intermediate,2119.0,"TELENOR-NEXTEL Telenor Norge AS, NO",ti3003c400-ae14-0.ti.telenor.net
146.172.105.22,1,Intermediate,2119.0,"TELENOR-NEXTEL Telenor Norge AS, NO",ti3218b400-ae1-0.ti.telenor.net
148.122.9.26,1,Intermediate,2119.0,"TELENOR-NEXTEL Telenor Norge AS, NO",NA
77.214.52.97,1,Intermediate,9158.0,"TELENOR_DANMARK_AS, DK",NA
77.214.52.98,1,Intermediate,9158.0,"TELENOR_DANMARK_AS, DK",NA
2001:1610:46:ef00:c24a:ff:fea0:430,1,sender,9008.0,"ASN-VO Visual Online S.A. Luxembourg, LU",NA
2001:1610:46:ef00:eadf:70ff:fe88:b8f5,1,Intermediate,9008.0,"ASN-VO Visual Online S.A. Luxembourg, LU",NA
2001:1610:0:d::1,1,Intermediate,9008.0,"ASN-VO Visual Online S.A. Luxembourg, LU",NA
2001:1610:0:c::4,1,Intermediate,9008.0,"ASN-VO Visual Online S.A. Luxembourg, LU",NA
2001:7f8:4c::1b1b:1,1,Intermediate,,,AS6939.members.lu-cix.lu
2001:470:0:3a7::1,1,Intermediate,6939.0,"HURRICANE, US",100ge8-1.core1.fra1.he.net
2001:470:0:3fd::1,3,Intermediate,6939.0,"HURRICANE, US",100ge5-1.core1.zrh2.he.net
2001:1600:0:ff::1e,3,Intermediate,29222.0,"INFOMANIAK-AS, CH",NA
2001:1600::906,3,Intermediate,29222.0,"INFOMANIAK-AS, CH",bdb-cr01.net.infomaniak.ch
2001:1600::11,3,Intermediate,29222.0,"INFOMANIAK-AS, CH",cl-d1-1.net.infomaniak.ch
2001:1600:4:5::1,4,Intermediate,29222.0,"INFOMANIAK-AS, CH",NA
2001:1600:4:9:f816:3eff:feee:a1d4,1,Intermediate,29222.0,"INFOMANIAK-AS, CH",od-6d987f.infomaniak.ch
80.90.42.80,1,sender,9008.0,"ASN-VO Visual Online S.A. Luxembourg, LU",ppp-334.vo.lu
192.168.178.1,1,Intermediate,,,NA
80.90.46.143,1,Intermediate,9008.0,"ASN-VO Visual Online S.A. Luxembourg, LU",NA
213.166.61.145,1,Intermediate,6661.0,"EPT-LU Entreprise des P. et T. Luxembourg, LU",NA
213.135.247.2,1,Intermediate,6661.0,"EPT-LU Entreprise des P. et T. Luxembourg, LU",NA
184.105.80.37,2,Intermediate,6939.0,"HURRICANE, US",100ge6-1.core1.lon2.he.net
72.52.92.166,2,Intermediate,6939.0,"HURRICANE, US",100ge13-2.core1.nyc4.he.net
184.105.64.178,1,Intermediate,6939.0,"HURRICANE, US",ve951.core2.nyc6.he.net
23.157.160.1,1,Intermediate,397143.0,"NEPTUNE-NETWORKS, US",bdr-nyiix.neptunenetworks.org
23.157.160.129,1,Intermediate,397143.0,"NEPTUNE-NETWORKS, US",core1.ny1.neptunenetworks.net
23.157.160.140,1,Intermediate,397143.0,"NEPTUNE-NETWORKS, US",ripe-anchor.neptunenetworks.org
185.233.100.99,6,sender,198985.0,"AQUILENET-AS, BE",ripe-atlas.aquilenet.fr
185.233.100.124,6,Intermediate,198985.0,"AQUILENET-AS, BE",cerbere1.aquilenet.fr
149.6.44.17,6,Intermediate,174.0,"COGENT-174, US",gi0-7-0-10.rcr21.bod01.atlas.cogentco.com
154.54.56.66,6,Intermediate,174.0,"COGENT-174, US",be2840.rcr21.eas02.atlas.cogentco.com
154.54.61.181,1,Intermediate,174.0,"COGENT-174, US",be2412.ccr31.bio02.atlas.cogentco.com
154.54.85.241,1,Intermediate,174.0,"COGENT-174, US",be2331.ccr41.dca01.atlas.cogentco.com
154.54.82.102,1,Intermediate,174.0,"COGENT-174, US",be2131.rcr51.bwi01.atlas.cogentco.com
154.54.83.57,1,Intermediate,174.0,"COGENT-174, US",be2133.rcr21.phl01.atlas.cogentco.com
154.54.7.2,1,Intermediate,174.0,"COGENT-174, US",be3163.rcr21.phl03.atlas.cogentco.com
154.24.67.233,1,Intermediate,174.0,"COGENT-174, US",NA
38.122.150.2,1,Intermediate,174.0,"COGENT-174, US",NA
128.112.12.98,1,Intermediate,88.0,"PRINCETON-AS, US",core-87-router.princeton.edu
128.112.128.33,2,Intermediate,88.0,"PRINCETON-AS, US",ripe-anchor.princeton.edu
154.54.61.177,4,Intermediate,174.0,"COGENT-174, US",be2404.ccr42.par01.atlas.cogentco.com
154.54.56.173,2,Intermediate,174.0,"COGENT-174, US",be12266.ccr42.ams03.atlas.cogentco.com
154.54.39.186,1,Intermediate,174.0,"COGENT-174, US",be3458.ccr21.ams04.atlas.cogentco.com
149.11.39.98,1,Intermediate,174.0,"COGENT-174, US",elisa.demarc.cogentco.com
213.192.184.253,1,Intermediate,6667.0,"EUNET-FINLAND, FI",NA
213.192.186.78,1,Intermediate,6667.0,"EUNET-FINLAND, FI",NA
91.153.96.2,1,Intermediate,719.0,"ELISA-AS Helsinki, Finland, FI",91-153-96-2.elisa-laajakaista.fi
193.65.45.86,1,Intermediate,790.0,"EUNET, FI",NA
175.139.208.191,1,sender,4788.0,"TMNET-AS-AP TM Net, Internet Service Provider, MY",NA
175.139.211.254,1,Intermediate,4788.0,"TMNET-AS-AP TM Net, Internet Service Provider, MY",NA
10.55.49.79,1,Intermediate,,,NA
10.55.37.88,1,Intermediate,,,NA
162.158.24.253,1,Intermediate,13335.0,"CLOUDFLARENET, US",NA
2001:67c:670:203:6666:b3ff:fec5:e56,3,sender,201824.0,"PENGUTRONIX, DE",ripe-atlas-16300.stat.pengutronix.de
2001:67c:670:203:1d::3,3,Intermediate,201824.0,"PENGUTRONIX, DE",statstar.stat.pengutronix.de
2001:67c:670:fe:1d::a,3,Intermediate,201824.0,"PENGUTRONIX, DE",antarctica.central.pengutronix.de
2001:1640:12f::1,3,Intermediate,25394.0,"MK-NETZDIENSTE-AS, DE",cpe.mk.pengutronix.de
2001:1640::6,3,Intermediate,25394.0,"MK-NETZDIENSTE-AS, DE",dsl-gate.mk.de
2001:1640::23:1,3,Intermediate,25394.0,"MK-NETZDIENSTE-AS, DE",vl77.c2.mk.de
2001:1640::94:1,3,Intermediate,25394.0,"MK-NETZDIENSTE-AS, DE",NA
2001:7f8:bd::6939:1,2,Intermediate,,,NA
2001:470:0:404::1,3,Intermediate,6939.0,"HURRICANE, US",100ge16-2.core1.fra1.he.net
2001:470:0:3fc::2,3,Intermediate,6939.0,"HURRICANE, US",100ge13-1.core1.zrh3.he.net
2001:1600::12,1,Intermediate,29222.0,"INFOMANIAK-AS, CH",cl-d2-1.net.infomaniak.ch
2001:1600:4:9:f816:3eff:feee:436f,1,Intermediate,29222.0,"INFOMANIAK-AS, CH",od-ce6293.infomaniak.ch
85.220.165.66,2,sender,25394.0,"MK-NETZDIENSTE-AS, DE",hazel.nat.pengutronix.de
10.2.3.1,2,Intermediate,,,NA
10.0.254.10,2,Intermediate,,,NA
85.220.137.13,2,Intermediate,25394.0,"MK-NETZDIENSTE-AS, DE",cpe.mk.pengutronix.de
213.172.96.145,2,Intermediate,25394.0,"MK-NETZDIENSTE-AS, DE",dsl-gate.mk.de
213.172.99.17,2,Intermediate,25394.0,"MK-NETZDIENSTE-AS, DE",xe0-0-0-0.cr1a.mk.de
213.172.120.115,2,Intermediate,25394.0,"MK-NETZDIENSTE-AS, DE",ae8.e1.mk.de
62.115.146.188,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",ffm-b10-link.telia.net
62.115.137.226,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",ffm-bb1-link.telia.net
62.115.123.77,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",hbg-bb3-link.telia.net
80.91.252.42,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",adm-bb3-link.telia.net
62.115.136.195,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",adm-b1-link.telia.net
62.115.145.77,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",broadbandhost-ic-316602-adm-b5.c.telia.net
217.170.19.204,1,Intermediate,24785.0,"JOINTTRANSIT-AS, NL",jointtransit.wide.ad.jp
202.12.27.33,2,Intermediate,7500.0,"M-ROOT-DNS WIDE Project, JP",M.ROOT-SERVERS.NET
2001:7f8::a956:0:2,1,Intermediate,,,de-cix.r1.eqx-am7.nl.as43350.com
2a00:1768::2:1,1,Intermediate,43350.0,"NFORCE, NL",NA
2a00:1768:2000:2:1::1,1,Intermediate,43350.0,"NFORCE, NL",NA
2001:470:0:2d5::1,2,Intermediate,6939.0,"HURRICANE, US",100ge1-1.core1.par2.he.net
2a04:9140:3001:1101::a,1,Intermediate,196670.0,"ADP-EUROPE, FR",NA
217.196.147.89,16,sender,5404.0,"CONOVA-AS ASN conova communications GmbH, AT",NA
217.196.145.169,16,Intermediate,5404.0,"CONOVA-AS ASN conova communications GmbH, AT",NA
217.196.158.13,16,Intermediate,5404.0,"CONOVA-AS ASN conova communications GmbH, AT",v773-c5.infra.conova.net
217.196.158.3,15,Intermediate,5404.0,"CONOVA-AS ASN conova communications GmbH, AT",v773-e4.infra.conova.net
217.196.145.138,7,Intermediate,5404.0,"CONOVA-AS ASN conova communications GmbH, AT",v100-e5.infra.conova.net
185.54.144.50,0,dest,35753.0,"ITC ITC AS number, SA",NA
2a02:16a8:dc:200::1,14,sender,5404.0,"CONOVA-AS ASN conova communications GmbH, AT",NA
2a02:16a8:dc:200::def,14,Intermediate,5404.0,"CONOVA-AS ASN conova communications GmbH, AT",NA
2a02:16a8:dc:100::def1,14,Intermediate,5404.0,"CONOVA-AS ASN conova communications GmbH, AT",NA
2a02:16a8:5404:200::3,8,Intermediate,5404.0,"CONOVA-AS ASN conova communications GmbH, AT",v773-e4.infra.conova.net
2a02:16a8:5404:dc00::2,6,Intermediate,5404.0,"CONOVA-AS ASN conova communications GmbH, AT",v100-e5.infra.conova.net
2001:7f8::1b1b:0:1,4,Intermediate,,,ipv6.decix-frankfurt.core1.fra1.he.net
2001:470:0:404::2,4,Intermediate,6939.0,"HURRICANE, US",100ge11-1.core1.fra2.he.net
2001:470:0:489::2,5,Intermediate,6939.0,"HURRICANE, US",e0-54.core1.ams2.he.net
2001:470:0:227::1,6,Intermediate,6939.0,"HURRICANE, US",100ge8-1.core1.lon3.he.net
2001:470:0:3ea::1,5,Intermediate,6939.0,"HURRICANE, US",100ge14-1.core1.lon2.he.net
2001:470:0:2cf::2,5,Intermediate,6939.0,"HURRICANE, US",100ge13-2.core1.nyc4.he.net
2001:470:0:4b8::1,2,Intermediate,6939.0,"HURRICANE, US",100ge2-1.core2.chi1.he.net
2001:470:0:18e::2,2,Intermediate,6939.0,"HURRICANE, US",100ge14-2.core1.msp1.he.net
2001:504:27::8252:0:1,1,Intermediate,,,AS33362.micemn.net
2600:2600:0:20::17:241,1,Intermediate,33362.0,"WIKTEL, US",NA
2600:2600:0:20::4:21,1,Intermediate,33362.0,"WIKTEL, US",vl254.holt1.router.wiktel.com
2600:2600::87,1,Intermediate,33362.0,"WIKTEL, US",us-ktd-as33362.anchors.atlas.ripe.net
80.81.195.144,1,Intermediate,,,fra-eq5-01gw.voxility.net
5.254.68.198,1,Intermediate,3223.0,"VOXILITY, GB",fra-eq5-02gw.voxility.net
93.115.89.10,2,Intermediate,3223.0,"VOXILITY, GB",vie-in1-01gw.voxility.net
93.115.93.178,1,Intermediate,3223.0,"VOXILITY, GB",buc-ird-03c.voxility.net
5.254.56.202,1,Intermediate,3223.0,"VOXILITY, GB",NA
195.95.178.138,1,Intermediate,41494.0,"INTERLAN, RO",NA
2a01:190:1701::3b1,8,Intermediate,1764.0,"NEXTLAYER-AS, AT",NA
2a01:190:1764:11::1,1,Intermediate,1764.0,"NEXTLAYER-AS, AT",ip6-ge0-0-10.r01.uni.vie.at.nextlayer.net
2a01:190:1764:128::2,1,Intermediate,1764.0,"NEXTLAYER-AS, AT",NA
2a01:190:1764:9e::1,1,Intermediate,1764.0,"NEXTLAYER-AS, AT",ip6-ae98.r02.uni.vie.at.nextlayer.net
2a01:190:1764:2f::2,1,Intermediate,1764.0,"NEXTLAYER-AS, AT",NA
2a01:190:1649::2,1,Intermediate,1764.0,"NEXTLAYER-AS, AT",NA
2001:628:1100:1120::2,1,Intermediate,1853.0,"ACONET ACOnet Backbone, AT",wien1.aco.net
2001:628:2000:feed::2,1,Intermediate,1120.0,"ACONET_SERVICES ACOnet Services @ Vienna Internet eXchange, AT",NA
2001:7f8::3:6f1:0:1,1,Intermediate,,,decix.alpinedc.ch
2a03:2040:0:6:1::76,1,Intermediate,198385.0,"ALPINEDC, CH",NA
2a03:2041:3:10::10,1,Intermediate,198385.0,"ALPINEDC, CH",NA
2001:7f8::3f89:0:2,1,Intermediate,,,de-cix.bb01.fra-10.leaseweb.net
2a03:2280:38::149,1,Intermediate,,,NA
2a00:c98::217:20:127:251,1,Intermediate,28753.0,"LEASEWEB-DE-FRA-10, DE",NA
2a00:c98:2200:a01c:3::300,1,Intermediate,28753.0,"LEASEWEB-DE-FRA-10, DE",NA
2a01:190:1764:144::158,7,Intermediate,1764.0,"NEXTLAYER-AS, AT",ip6-lo0.r03.inx.fra.de.nextlayer.net
2a01:190:1764:e9::2,7,Intermediate,1764.0,"NEXTLAYER-AS, AT",NA
2a01:190:1764:144::6,1,Intermediate,1764.0,"NEXTLAYER-AS, AT",NA
2001:7f8:1::a500:1103:2,1,Intermediate,,,ae2.jnr02.Asd002A.surf.net
2001:610:e00:2::13,1,Intermediate,1103.0,"SURFNET-NL SURFnet, The Netherlands, NL",ae20.ut001a-jnx-01.surf.net
2001:610:e00:2::15,1,Intermediate,1103.0,"SURFNET-NL SURFnet, The Netherlands, NL",ae20.ut015b-jnx-01.surf.net
2001:610:f00:28::29,1,Intermediate,1103.0,"SURFNET-NL SURFnet, The Netherlands, NL",e0-1-3-0.ut042a-jnx-01.surf.net
2001:610:fc7:0:145:145:17:89,1,Intermediate,1103.0,"SURFNET-NL SURFnet, The Netherlands, NL",netsurf-router.customer.surf.net
2001:610:510:180:195:169:125:10,1,Intermediate,1103.0,"SURFNET-NL SURFnet, The Netherlands, NL",NA
80.81.192.66,1,Intermediate,,,ge1-2.Q9.FRA.DE.29632.as
62.205.132.43,1,Intermediate,29632.0,"NASSIST-AS, GI",fo0-776.newage.iev.ua.29632.as
62.205.155.50,1,Intermediate,29632.0,"NASSIST-AS, GI",ripe-anchor.hitech-ua.com
80.81.193.76,1,Intermediate,,,de-cix-fra.akqui.net
46.254.123.235,1,Intermediate,35258.0,"ITOSS, DE",eth3-13.n7k-ham02-svt130109-core.akqui.net
87.253.184.92,1,Intermediate,35258.0,"ITOSS, DE",NA
2001:470:0:3e9::2,1,Intermediate,6939.0,"HURRICANE, US",e0-36.core3.lon1.he.net
2001:7f8:17::21e4:1,1,Intermediate,8330.0,"LONAP LONAP Ltd, GB",NA
2001:1420:0:2::2,1,Intermediate,8676.0,"PRTSYSTEMS PRT Systems Ltd (Clearhost Transit AS), GB",dist1.thn.as8676.net
2001:1420:d::2,1,Intermediate,8676.0,"PRTSYSTEMS PRT Systems Ltd (Clearhost Transit AS), GB",NA
80.81.192.172,2,Intermediate,,,ipv4.decix-frankfurt.core1.fra1.he.net
216.66.49.74,1,Intermediate,6939.0,"HURRICANE, US",princeton-university.10gigabitethernet1-1-6.switch1.nyc8.he.net
128.112.12.66,1,Intermediate,88.0,"PRINCETON-AS, US",core-87-router.princeton.edu
108.207.77.140,2,sender,7018.0,"ATT-INTERNET4, US",108-207-77-140.lightspeed.irvnca.sbcglobal.net
192.168.2.1,5,Intermediate,,,NA
172.16.0.1,2,Intermediate,,,NA
76.200.228.1,2,Intermediate,7018.0,"ATT-INTERNET4, US",76-200-228-1.lightspeed.irvnca.sbcglobal.net
75.29.48.1,2,Intermediate,7018.0,"ATT-INTERNET4, US",NA
12.242.115.3,2,Intermediate,7018.0,"ATT-INTERNET4, US",NA
80.239.193.213,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",las-bb1-link.telia.net
62.115.137.38,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",ash-bb2-link.telia.net
62.115.143.121,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",ash-b1-link.telia.net
62.115.174.33,1,Intermediate,1299.0,"TELIANET Telia Carrier, SE",leaseweb-ic-344012-ash-b1.c.telia.net
108.59.15.117,1,Intermediate,30633.0,"LEASEWEB-USA-WDC-01, US",po-5.ce02.wdc-01.us.leaseweb.net
108.59.15.3,0,dest,30633.0,"LEASEWEB-USA-WDC-01, US",test.mss.leaseweb.net
146.185.219.73,19,sender,199524.0,"GCORE, AT",bzi-anchor.test
146.185.219.3,19,Intermediate,199524.0,"GCORE, AT",vrrp.gcore.lu
82.81.82.241,19,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",bzq-82-81-82-241.red.bezeqint.net
212.179.124.185,10,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",bzq-179-124-185.cust.bezeqint.net
212.179.124.122,1,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",bzq-179-124-122.cust.bezeqint.net
195.66.225.227,1,Intermediate,,,NA
83.169.204.107,1,Intermediate,31133.0,"MF-MGSM-AS PJSC MegaFon, RU",NA
83.169.204.49,1,Intermediate,31133.0,"MF-MGSM-AS PJSC MegaFon, RU",NA
78.25.80.190,1,Intermediate,31133.0,"MF-MGSM-AS PJSC MegaFon, RU",NA
95.59.172.18,1,Intermediate,9198.0,"KAZTELECOM-AS, KZ",95.59.172.18.static.telecom.kz
95.59.172.39,1,Intermediate,9198.0,"KAZTELECOM-AS, KZ",95.59.172.39.static.telecom.kz
95.59.172.42,1,Intermediate,9198.0,"KAZTELECOM-AS, KZ",95.59.172.42.static.telecom.kz
95.59.172.37,1,Intermediate,9198.0,"KAZTELECOM-AS, KZ",95.59.172.37.static.telecom.kz
95.59.172.26,1,Intermediate,9198.0,"KAZTELECOM-AS, KZ",95.59.172.26.static.telecom.kz
95.59.172.9,1,Intermediate,9198.0,"KAZTELECOM-AS, KZ",95.59.172.9.static.telecom.kz
92.47.151.240,1,Intermediate,50482.0,"KAZAKHTELECOM-AS, KZ",NA
88.204.208.2,1,Intermediate,9198.0,"KAZTELECOM-AS, KZ",NA
80.241.3.66,1,Intermediate,21282.0,"KAZNIC-AS Internet Service Provider, KZ",NA
62.219.189.185,9,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",bzq-219-189-185.dsl.bezeqint.net
62.219.189.2,6,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",bzq-219-189-2.cablep.bezeqint.net
62.219.189.57,5,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",bzq-219-189-57.cablep.bezeqint.net
192.16.41.100,0,dest,,,NA
2a03:90c0:1e5::32,11,sender,199524.0,"GCORE, AT",bzi-anchor.test
2a03:90c0:1e5::3,11,Intermediate,199524.0,"GCORE, AT",hsrp.gcore.lu
2001:4cd0:dc00:15::75,2,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",NA
2001:4cd0:dc:2302::2,6,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",NA
2001:4cd0:31:d408::2,2,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",NA
2001:470:0:168::1,2,Intermediate,6939.0,"HURRICANE, US",10gigabitethernet9.switch2.fra1.he.net
2001:470:0:299::1,3,Intermediate,6939.0,"HURRICANE, US",100ge16-1.core1.ash1.he.net
2001:470:0:324::2,1,Intermediate,6939.0,"HURRICANE, US",100ge2-1.core1.lax1.he.net
2607:f380::118:9a40:b3d1,1,Intermediate,2152.0,"CSUNET-NW, US",tus-agg8--lax-agg6-100g-3.cenic.net
2607:f380::118:9a40:b331,1,Intermediate,2152.0,"CSUNET-NW, US",sdg-agg4--tus-agg8-3x100ge.cenic.net
2607:f380:1::118:9a41:72b1,1,Intermediate,2152.0,"CSUNET-NW, US",NA
2001:48d0:101:501::235,1,Intermediate,195.0,"SDSC-AS, US",NA
2001:4cd0:dc00:15::71,9,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",NA
2001:4cd0:10:601::1,3,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",NA
2001:4cd0:11:602::1,3,Intermediate,8551.0,"BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone, IL",NA
2001:2000:3019:6c::1,5,Intermediate,1299.0,"TELIANET Telia Carrier, SE",ffm-bb4-v6.telia.net
